cost_id,usage_id,job_id,asset_id,cost_date,cost_category,amount_cents,gst_input_cents,tax_code,bas_g11_cents,bas_1b_cents,supplier_name,withholding_cents
COST000243,USE00115,JOB0005,CP001,2026-01-19,Fuel,22566,2257,GST,22566,2257,Caltex,0
COST000244,USE00115,JOB0005,CP001,2026-01-19,Labour,60576,0,N-T,0,0,Grounded Fleet Payroll,0
COST000245,USE00115,JOB0005,CP001,2026-01-19,Maintenance,21740,2174,GST,21740,2174,Komatsu Service,0
COST000246,USE00115,JOB0005,CP001,2026-01-19,Transport/float,42693,4269,GST,42693,4269,VIC Tilt Tray,0
COST000247,USE00104,JOB0005,DT001,2026-01-19,Fuel,51770,5177,GST,51770,5177,Caltex,0
COST000248,USE00104,JOB0005,DT001,2026-01-19,Labour,60652,0,N-T,0,0,Grounded Fleet Payroll,0
COST000249,USE00104,JOB0005,DT001,2026-01-19,Transport/float,108073,10807,GST,108073,10807,Grounded Float,0
COST000250,USE00126,JOB0005,EX004,2026-01-19,Fuel,40465,4046,GST,40465,4046,BP Australia,0
COST000251,USE00126,JOB0005,EX004,2026-01-19,Labour,44931,0,N-T,0,0,Grounded Fleet Payroll,0
COST000252,USE00126,JOB0005,EX004,2026-01-19,Maintenance,33898,3390,GST,33898,3390,Komatsu Service,0
COST000253,USE00835,JOB0026,BC001,2026-01-19,Fuel,20071,2007,GST,20071,2007,Ampol,0
COST000254,USE00835,JOB0026,BC001,2026-01-19,Labour,42801,0,N-T,0,0,Grounded Fleet Payroll,0
COST000255,USE00835,JOB0026,BC001,2026-01-19,Transport/float,92013,9201,GST,92013,9201,VIC Tilt Tray,0
COST000256,USE00819,JOB0026,EX001,2026-01-19,Fuel,27222,2722,GST,27222,2722,BP Australia,0
COST000257,USE00819,JOB0026,EX001,2026-01-19,Labour,64435,0,N-T,0,0,Grounded Fleet Payroll,0
COST000258,USE00819,JOB0026,EX001,2026-01-19,Transport/float,97863,9786,GST,97863,9786,Metro Heavy Haulage,0
COST000259,USE00827,JOB0026,LD001,2026-01-19,Fuel,21136,2114,GST,21136,2114,Caltex,0
COST000260,USE00827,JOB0026,LD001,2026-01-19,Labour,43868,0,N-T,0,0,Grounded Fleet Payroll,0
COST000261,USE00827,JOB0026,LD001,2026-01-19,Transport/float,60879,6088,GST,60879,6088,Metro Heavy Haulage,0
COST000262,USE00827,JOB0026,LD001,2026-01-19,E-tag,6119,612,GST,6119,612,Linkt,0
COST000263,USE01227,JOB0037,CP001,2026-01-19,Fuel,73195,7320,GST,73195,7320,Ampol,0
COST000264,USE01227,JOB0037,CP001,2026-01-19,Labour,53106,0,N-T,0,0,Grounded Fleet Payroll,0
COST000265,USE01227,JOB0037,CP001,2026-01-19,Maintenance,43247,4325,GST,43247,4325,Local Diesel Repairs,0
COST000266,USE01227,JOB0037,CP001,2026-01-19,Transport/float,56513,5651,GST,56513,5651,Grounded Float,0
COST000267,USE01240,JOB0037,DT001,2026-01-19,Fuel,32321,3232,GST,32321,3232,BP Australia,0
COST000268,USE01240,JOB0037,DT001,2026-01-19,Labour,40768,0,N-T,0,0,Grounded Fleet Payroll,0
COST000269,USE01240,JOB0037,DT001,2026-01-19,Transport/float,79948,7995,GST,79948,7995,Grounded Float,0
COST000270,USE01266,JOB0037,EX002,2026-01-19,Fuel,43247,4325,GST,43247,4325,Viva Energy,0
COST000271,USE01266,JOB0037,EX002,2026-01-19,Labour,44677,0,N-T,0,0,Grounded Fleet Payroll,0
COST000272,USE01253,JOB0037,EX003,2026-01-19,Fuel,43050,4305,GST,43050,4305,BP Australia,0
COST000273,USE01253,JOB0037,EX003,2026-01-19,Labour,61174,0,N-T,0,0,Grounded Fleet Payroll,0
COST000274,USE01279,JOB0037,LD002,2026-01-19,Fuel,55810,5581,GST,55810,5581,Ampol,0
COST000275,USE01279,JOB0037,LD002,2026-01-19,Labour,44497,0,N-T,0,0,Grounded Fleet Payroll,0
COST000276,USE00138,JOB0005,BC001,2026-01-20,Fuel,34469,3447,GST,34469,3447,BP Australia,0
COST000277,USE00138,JOB0005,BC001,2026-01-20,Labour,44802,0,N-T,0,0,Grounded Fleet Payroll,0
COST000278,USE00138,JOB0005,BC001,2026-01-20,Transport/float,110465,11046,GST,110465,11046,Metro Heavy Haulage,0
COST000279,USE00116,JOB0005,CP001,2026-01-20,Fuel,26595,2660,GST,26595,2660,Viva Energy,0
COST000280,USE00116,JOB0005,CP001,2026-01-20,Labour,40312,0,N-T,0,0,Grounded Fleet Payroll,0
COST000281,USE00116,JOB0005,CP001,2026-01-20,Transport/float,58649,5865,GST,58649,5865,Grounded Float,0
COST000282,USE00105,JOB0005,DT001,2026-01-20,Fuel,37948,3795,GST,37948,3795,Caltex,0
COST000283,USE00105,JOB0005,DT001,2026-01-20,Labour,38131,0,N-T,0,0,Grounded Fleet Payroll,0
COST000284,USE00105,JOB0005,DT001,2026-01-20,Transport/float,116012,11601,GST,116012,11601,Metro Heavy Haulage,0
COST000285,USE00127,JOB0005,EX004,2026-01-20,Fuel,33309,3331,GST,33309,3331,Viva Energy,0
COST000286,USE00127,JOB0005,EX004,2026-01-20,Labour,50125,0,N-T,0,0,Grounded Fleet Payroll,0
COST000287,USE00836,JOB0026,BC001,2026-01-20,Fuel,26668,2667,GST,26668,2667,Viva Energy,0
COST000288,USE00836,JOB0026,BC001,2026-01-20,Labour,60751,0,N-T,0,0,Grounded Fleet Payroll,0
COST000289,USE00836,JOB0026,BC001,2026-01-20,Transport/float,69284,6928,GST,69284,6928,Grounded Float,0
COST000290,USE00820,JOB0026,EX001,2026-01-20,Fuel,30365,3036,GST,30365,3036,BP Australia,0
COST000291,USE00820,JOB0026,EX001,2026-01-20,Labour,57539,0,N-T,0,0,Grounded Fleet Payroll,0
COST000292,USE00820,JOB0026,EX001,2026-01-20,Maintenance,37653,3765,GST,37653,3765,WesTrac,0
COST000293,USE00828,JOB0026,LD001,2026-01-20,Fuel,36679,3668,GST,36679,3668,Ampol,0
COST000294,USE00828,JOB0026,LD001,2026-01-20,Labour,48477,0,N-T,0,0,Grounded Fleet Payroll,0
COST000295,USE01228,JOB0037,CP001,2026-01-20,Fuel,32158,3216,GST,32158,3216,Caltex,0
COST000296,USE01228,JOB0037,CP001,2026-01-20,Labour,42674,0,N-T,0,0,Grounded Fleet Payroll,0
COST000297,USE01228,JOB0037,CP001,2026-01-20,Maintenance,66568,6657,GST,66568,6657,WesTrac,0
COST000298,USE01228,JOB0037,CP001,2026-01-20,Transport/float,79274,7927,GST,79274,7927,VIC Tilt Tray,0
COST000299,USE01241,JOB0037,DT001,2026-01-20,Fuel,24614,2461,GST,24614,2461,Viva Energy,0
COST000300,USE01241,JOB0037,DT001,2026-01-20,Labour,61113,0,N-T,0,0,Grounded Fleet Payroll,0
COST000301,USE01241,JOB0037,DT001,2026-01-20,Maintenance,23947,2395,GST,23947,2395,CAT Parts,0
COST000302,USE01241,JOB0037,DT001,2026-01-20,Transport/float,54772,5477,GST,54772,5477,Grounded Float,0
COST000303,USE01267,JOB0037,EX002,2026-01-20,Fuel,34642,3464,GST,34642,3464,Ampol,0
COST000304,USE01267,JOB0037,EX002,2026-01-20,Labour,46176,0,N-T,0,0,Grounded Fleet Payroll,0
COST000305,USE01254,JOB0037,EX003,2026-01-20,Fuel,49991,4999,GST,49991,4999,Caltex,0
COST000306,USE01254,JOB0037,EX003,2026-01-20,Labour,55377,0,N-T,0,0,Grounded Fleet Payroll,0
COST000307,USE01254,JOB0037,EX003,2026-01-20,E-tag,11258,1126,GST,11258,1126,Linkt,0
COST000308,USE01280,JOB0037,LD002,2026-01-20,Fuel,21937,2194,GST,21937,2194,BP Australia,0
COST000309,USE01280,JOB0037,LD002,2026-01-20,Labour,50237,0,N-T,0,0,Grounded Fleet Payroll,0
COST000310,USE00139,JOB0005,BC001,2026-01-21,Fuel,42413,4241,GST,42413,4241,Viva Energy,0
COST000311,USE00139,JOB0005,BC001,2026-01-21,Labour,45119,0,N-T,0,0,Grounded Fleet Payroll,0
COST000312,USE00139,JOB0005,BC001,2026-01-21,Transport/float,102350,10235,GST,102350,10235,Metro Heavy Haulage,0
COST000313,USE00139,JOB0005,BC001,2026-01-21,E-tag,5550,555,GST,5550,555,Linkt,0
COST000314,USE00117,JOB0005,CP001,2026-01-21,Fuel,65258,6526,GST,65258,6526,Caltex,0
COST000315,USE00117,JOB0005,CP001,2026-01-21,Labour,47745,0,N-T,0,0,Grounded Fleet Payroll,0
COST000316,USE00117,JOB0005,CP001,2026-01-21,Transport/float,104565,10456,GST,104565,10456,Metro Heavy Haulage,0
COST000317,USE00106,JOB0005,DT001,2026-01-21,Fuel,29793,2979,GST,29793,2979,Viva Energy,0
COST000318,USE00106,JOB0005,DT001,2026-01-21,Labour,43074,0,N-T,0,0,Grounded Fleet Payroll,0
COST000319,USE00106,JOB0005,DT001,2026-01-21,Transport/float,49958,4996,GST,49958,4996,Grounded Float,0
COST000320,USE00128,JOB0005,EX004,2026-01-21,Fuel,43872,4387,GST,43872,4387,Caltex,0
COST000321,USE00128,JOB0005,EX004,2026-01-21,Labour,58831,0,N-T,0,0,Grounded Fleet Payroll,0
COST000322,USE00837,JOB0026,BC001,2026-01-21,Fuel,34654,3465,GST,34654,3465,Ampol,0
COST000323,USE00837,JOB0026,BC001,2026-01-21,Labour,61262,0,N-T,0,0,Grounded Fleet Payroll,0
COST000324,USE00837,JOB0026,BC001,2026-01-21,Transport/float,47934,4793,GST,47934,4793,Metro Heavy Haulage,0
COST000325,USE00821,JOB0026,EX001,2026-01-21,Fuel,32060,3206,GST,32060,3206,Caltex,0
COST000326,USE00821,JOB0026,EX001,2026-01-21,Labour,59430,0,N-T,0,0,Grounded Fleet Payroll,0
COST000327,USE00829,JOB0026,LD001,2026-01-21,Fuel,23409,2341,GST,23409,2341,Viva Energy,0
COST000328,USE00829,JOB0026,LD001,2026-01-21,Labour,39686,0,N-T,0,0,Grounded Fleet Payroll,0
COST000329,USE00829,JOB0026,LD001,2026-01-21,E-tag,7546,755,GST,7546,755,Linkt,0
COST000330,USE01229,JOB0037,CP001,2026-01-21,Fuel,39287,3929,GST,39287,3929,BP Australia,0
COST000331,USE01229,JOB0037,CP001,2026-01-21,Labour,42970,0,N-T,0,0,Grounded Fleet Payroll,0
COST000332,USE01229,JOB0037,CP001,2026-01-21,Transport/float,64573,6457,GST,64573,6457,VIC Tilt Tray,0
COST000333,USE01242,JOB0037,DT001,2026-01-21,Fuel,57710,5771,GST,57710,5771,Viva Energy,0
COST000334,USE01242,JOB0037,DT001,2026-01-21,Labour,47658,0,N-T,0,0,Grounded Fleet Payroll,0
COST000335,USE01242,JOB0037,DT001,2026-01-21,Transport/float,103093,10309,GST,103093,10309,VIC Tilt Tray,0
COST000336,USE01268,JOB0037,EX002,2026-01-21,Fuel,41598,4160,GST,41598,4160,BP Australia,0
COST000337,USE01268,JOB0037,EX002,2026-01-21,Labour,61494,0,N-T,0,0,Grounded Fleet Payroll,0
COST000338,USE01255,JOB0037,EX003,2026-01-21,Fuel,37530,3753,GST,37530,3753,BP Australia,0
COST000339,USE01255,JOB0037,EX003,2026-01-21,Labour,50599,0,N-T,0,0,Grounded Fleet Payroll,0
COST000340,USE01255,JOB0037,EX003,2026-01-21,Maintenance,78585,7858,GST,78585,7858,Komatsu Service,0
COST000341,USE01281,JOB0037,LD002,2026-01-21,Fuel,38995,3900,GST,38995,3900,Ampol,0
COST000342,USE01281,JOB0037,LD002,2026-01-21,Labour,55216,0,N-T,0,0,Grounded Fleet Payroll,0
COST000343,USE01281,JOB0037,LD002,2026-01-21,E-tag,8229,823,GST,8229,823,Linkt,0
COST000344,USE00140,JOB0005,BC001,2026-01-22,Fuel,17298,1730,GST,17298,1730,Ampol,0
COST000345,USE00140,JOB0005,BC001,2026-01-22,Labour,55896,0,N-T,0,0,Grounded Fleet Payroll,0
COST000346,USE00140,JOB0005,BC001,2026-01-22,Transport/float,114371,11437,GST,114371,11437,Metro Heavy Haulage,0
COST000347,USE00140,JOB0005,BC001,2026-01-22,E-tag,10404,1040,GST,10404,1040,Linkt,0
COST000348,USE00118,JOB0005,CP001,2026-01-22,Fuel,39926,3993,GST,39926,3993,Ampol,0
COST000349,USE00118,JOB0005,CP001,2026-01-22,Labour,58551,0,N-T,0,0,Grounded Fleet Payroll,0
COST000350,USE00118,JOB0005,CP001,2026-01-22,Maintenance,85613,8561,GST,85613,8561,CAT Parts,0
COST000351,USE00118,JOB0005,CP001,2026-01-22,Transport/float,98166,9817,GST,98166,9817,Grounded Float,0
COST000352,USE00107,JOB0005,DT001,2026-01-22,Fuel,49890,4989,GST,49890,4989,BP Australia,0
COST000353,USE00107,JOB0005,DT001,2026-01-22,Labour,64106,0,N-T,0,0,Grounded Fleet Payroll,0
COST000354,USE00107,JOB0005,DT001,2026-01-22,Transport/float,113813,11381,GST,113813,11381,VIC Tilt Tray,0
COST000355,USE00129,JOB0005,EX004,2026-01-22,Fuel,60317,6032,GST,60317,6032,BP Australia,0
COST000356,USE00129,JOB0005,EX004,2026-01-22,Labour,50501,0,N-T,0,0,Grounded Fleet Payroll,0
COST000357,USE00838,JOB0026,BC001,2026-01-22,Fuel,38599,3860,GST,38599,3860,BP Australia,0
COST000358,USE00838,JOB0026,BC001,2026-01-22,Labour,47000,0,N-T,0,0,Grounded Fleet Payroll,0
COST000359,USE00838,JOB0026,BC001,2026-01-22,Transport/float,63362,6336,GST,63362,6336,Metro Heavy Haulage,0
COST000360,USE00822,JOB0026,EX001,2026-01-22,Fuel,32995,3300,GST,32995,3300,Caltex,0
COST000361,USE00822,JOB0026,EX001,2026-01-22,Labour,60943,0,N-T,0,0,Grounded Fleet Payroll,0
COST000362,USE00822,JOB0026,EX001,2026-01-22,Maintenance,71749,7175,GST,71749,7175,WesTrac,0
COST000363,USE00830,JOB0026,LD001,2026-01-22,Fuel,44570,4457,GST,44570,4457,Ampol,0
COST000364,USE00830,JOB0026,LD001,2026-01-22,Labour,38033,0,N-T,0,0,Grounded Fleet Payroll,0
COST000365,USE01230,JOB0037,CP001,2026-01-22,Fuel,25645,2564,GST,25645,2564,Viva Energy,0
COST000366,USE01230,JOB0037,CP001,2026-01-22,Labour,51907,0,N-T,0,0,Grounded Fleet Payroll,0
COST000367,USE01230,JOB0037,CP001,2026-01-22,Maintenance,52703,5270,GST,52703,5270,CAT Parts,0
COST000368,USE01230,JOB0037,CP001,2026-01-22,Transport/float,46676,4668,GST,46676,4668,VIC Tilt Tray,0
COST000369,USE01243,JOB0037,DT001,2026-01-22,Fuel,47317,4732,GST,47317,4732,BP Australia,0
COST000370,USE01243,JOB0037,DT001,2026-01-22,Labour,53147,0,N-T,0,0,Grounded Fleet Payroll,0
COST000371,USE01243,JOB0037,DT001,2026-01-22,Transport/float,104211,10421,GST,104211,10421,Grounded Float,0
COST000372,USE01269,JOB0037,EX002,2026-01-22,Fuel,36108,3611,GST,36108,3611,Caltex,0
COST000373,USE01269,JOB0037,EX002,2026-01-22,Labour,64756,0,N-T,0,0,Grounded Fleet Payroll,0
COST000374,USE01256,JOB0037,EX003,2026-01-22,Fuel,21940,2194,GST,21940,2194,Caltex,0
COST000375,USE01256,JOB0037,EX003,2026-01-22,Labour,48604,0,N-T,0,0,Grounded Fleet Payroll,0
COST000376,USE01256,JOB0037,EX003,2026-01-22,Maintenance,47998,4800,GST,47998,4800,CAT Parts,0
COST000377,USE01282,JOB0037,LD002,2026-01-22,Fuel,44314,4431,GST,44314,4431,Ampol,0
COST000378,USE01282,JOB0037,LD002,2026-01-22,Labour,50301,0,N-T,0,0,Grounded Fleet Payroll,0
COST000379,USE01406,JOB0040,EX005,2026-01-22,Fuel,69153,6915,GST,69153,6915,Caltex,0
COST000380,USE01406,JOB0040,EX005,2026-01-22,Labour,47758,0,N-T,0,0,Grounded Fleet Payroll,0
COST000381,USE01406,JOB0040,EX005,2026-01-22,Maintenance,27163,2716,GST,27163,2716,Komatsu Service,0
COST000382,USE01378,JOB0040,GR001,2026-01-22,Fuel,37914,3791,GST,37914,3791,BP Australia,0
COST000383,USE01378,JOB0040,GR001,2026-01-22,Labour,56869,0,N-T,0,0,Grounded Fleet Payroll,0
COST000384,USE01392,JOB0040,LD002,2026-01-22,Fuel,21830,2183,GST,21830,2183,Caltex,0
COST000385,USE01392,JOB0040,LD002,2026-01-22,Labour,55536,0,N-T,0,0,Grounded Fleet Payroll,0
COST000386,USE01392,JOB0040,LD002,2026-01-22,Transport/float,56156,5616,GST,56156,5616,Metro Heavy Haulage,0
COST000387,USE00141,JOB0005,BC001,2026-01-23,Fuel,41148,4115,GST,41148,4115,Viva Energy,0
COST000388,USE00141,JOB0005,BC001,2026-01-23,Labour,48000,0,N-T,0,0,Grounded Fleet Payroll,0
COST000389,USE00141,JOB0005,BC001,2026-01-23,Maintenance,85753,8575,GST,85753,8575,CAT Parts,0
COST000390,USE00141,JOB0005,BC001,2026-01-23,Transport/float,119265,11926,GST,119265,11926,VIC Tilt Tray,0
COST000391,USE00119,JOB0005,CP001,2026-01-23,Fuel,29039,2904,GST,29039,2904,Caltex,0
COST000392,USE00119,JOB0005,CP001,2026-01-23,Labour,39181,0,N-T,0,0,Grounded Fleet Payroll,0
COST000393,USE00119,JOB0005,CP001,2026-01-23,Maintenance,80412,8041,GST,80412,8041,CAT Parts,0
COST000394,USE00119,JOB0005,CP001,2026-01-23,Transport/float,87416,8742,GST,87416,8742,Metro Heavy Haulage,0
COST000395,USE00108,JOB0005,DT001,2026-01-23,Fuel,52269,5227,GST,52269,5227,Viva Energy,0
COST000396,USE00108,JOB0005,DT001,2026-01-23,Labour,49920,0,N-T,0,0,Grounded Fleet Payroll,0
COST000397,USE00108,JOB0005,DT001,2026-01-23,Transport/float,46646,4665,GST,46646,4665,Metro Heavy Haulage,0
COST000398,USE00130,JOB0005,EX004,2026-01-23,Fuel,43656,4366,GST,43656,4366,BP Australia,0
COST000399,USE00130,JOB0005,EX004,2026-01-23,Labour,40196,0,N-T,0,0,Grounded Fleet Payroll,0
COST000400,USE00839,JOB0026,BC001,2026-01-23,Fuel,26128,2613,GST,26128,2613,Viva Energy,0
COST000401,USE00839,JOB0026,BC001,2026-01-23,Labour,39087,0,N-T,0,0,Grounded Fleet Payroll,0
COST000402,USE00839,JOB0026,BC001,2026-01-23,Transport/float,101879,10188,GST,101879,10188,Metro Heavy Haulage,0
COST000403,USE00839,JOB0026,BC001,2026-01-23,E-tag,5596,560,GST,5596,560,Linkt,0
COST000404,USE00823,JOB0026,EX001,2026-01-23,Fuel,42033,4203,GST,42033,4203,Viva Energy,0
COST000405,USE00823,JOB0026,EX001,2026-01-23,Labour,46009,0,N-T,0,0,Grounded Fleet Payroll,0
COST000406,USE00823,JOB0026,EX001,2026-01-23,E-tag,10179,1018,GST,10179,1018,Linkt,0
COST000407,USE00831,JOB0026,LD001,2026-01-23,Fuel,35286,3529,GST,35286,3529,Caltex,0
COST000408,USE00831,JOB0026,LD001,2026-01-23,Labour,64051,0,N-T,0,0,Grounded Fleet Payroll,0
COST000409,USE00831,JOB0026,LD001,2026-01-23,Maintenance,64199,6420,GST,64199,6420,Local Diesel Repairs,0
COST000410,USE00831,JOB0026,LD001,2026-01-23,E-tag,10660,1066,GST,10660,1066,Linkt,0
COST000411,USE01231,JOB0037,CP001,2026-01-23,Fuel,49651,4965,GST,49651,4965,Viva Energy,0
COST000412,USE01231,JOB0037,CP001,2026-01-23,Labour,49162,0,N-T,0,0,Grounded Fleet Payroll,0
COST000413,USE01231,JOB0037,CP001,2026-01-23,Transport/float,98959,9896,GST,98959,9896,VIC Tilt Tray,0
COST000414,USE01244,JOB0037,DT001,2026-01-23,Fuel,55600,5560,GST,55600,5560,Ampol,0
COST000415,USE01244,JOB0037,DT001,2026-01-23,Labour,56008,0,N-T,0,0,Grounded Fleet Payroll,0
COST000416,USE01244,JOB0037,DT001,2026-01-23,Transport/float,114271,11427,GST,114271,11427,Metro Heavy Haulage,0
COST000417,USE01244,JOB0037,DT001,2026-01-23,E-tag,3768,377,GST,3768,377,Linkt,0
COST000418,USE01270,JOB0037,EX002,2026-01-23,Fuel,30548,3055,GST,30548,3055,Viva Energy,0
COST000419,USE01270,JOB0037,EX002,2026-01-23,Labour,45070,0,N-T,0,0,Grounded Fleet Payroll,0
COST000420,USE01270,JOB0037,EX002,2026-01-23,Maintenance,56654,5665,GST,56654,5665,Local Diesel Repairs,0
COST000421,USE01257,JOB0037,EX003,2026-01-23,Fuel,18072,1807,GST,18072,1807,Ampol,0
COST000422,USE01257,JOB0037,EX003,2026-01-23,Labour,47026,0,N-T,0,0,Grounded Fleet Payroll,0
COST000423,USE01257,JOB0037,EX003,2026-01-23,Maintenance,77134,7713,GST,77134,7713,Local Diesel Repairs,0
COST000424,USE01283,JOB0037,LD002,2026-01-23,Fuel,54146,5415,GST,54146,5415,Viva Energy,0
COST000425,USE01283,JOB0037,LD002,2026-01-23,Labour,42230,0,N-T,0,0,Grounded Fleet Payroll,0
COST000426,USE01283,JOB0037,LD002,2026-01-23,Maintenance,74479,7448,GST,74479,7448,CAT Parts,0
COST000427,USE01283,JOB0037,LD002,2026-01-23,Transport/float,86145,8614,GST,86145,8614,VIC Tilt Tray,0
COST000428,USE01283,JOB0037,LD002,2026-01-23,E-tag,6217,622,GST,6217,622,Linkt,0
COST000429,USE01407,JOB0040,EX005,2026-01-23,Fuel,23011,2301,GST,23011,2301,Viva Energy,0
COST000430,USE01407,JOB0040,EX005,2026-01-23,Labour,42705,0,N-T,0,0,Grounded Fleet Payroll,0
COST000431,USE01407,JOB0040,EX005,2026-01-23,E-tag,7432,743,GST,7432,743,Linkt,0
COST000432,USE01379,JOB0040,GR001,2026-01-23,Fuel,25940,2594,GST,25940,2594,Caltex,0
COST000433,USE01379,JOB0040,GR001,2026-01-23,Labour,55792,0,N-T,0,0,Grounded Fleet Payroll,0
COST000434,USE01379,JOB0040,GR001,2026-01-23,Maintenance,81717,8172,GST,81717,8172,WesTrac,0
COST000435,USE01379,JOB0040,GR001,2026-01-23,E-tag,4266,427,GST,4266,427,Linkt,0
COST000436,USE01393,JOB0040,LD002,2026-01-23,Fuel,21377,2138,GST,21377,2138,BP Australia,0
COST000437,USE01393,JOB0040,LD002,2026-01-23,Labour,62549,0,N-T,0,0,Grounded Fleet Payroll,0
COST000438,USE01393,JOB0040,LD002,2026-01-23,Maintenance,51046,5105,GST,51046,5105,CAT Parts,0
COST000439,USE01393,JOB0040,LD002,2026-01-23,Transport/float,66434,6643,GST,66434,6643,Grounded Float,0
COST000440,USE01393,JOB0040,LD002,2026-01-23,E-tag,11796,1180,GST,11796,1180,Linkt,0
COST000441,USE00840,JOB0026,BC001,2026-01-24,Fuel,29856,2986,GST,29856,2986,Caltex,0
COST000442,USE00840,JOB0026,BC001,2026-01-24,Labour,48375,0,N-T,0,0,Grounded Fleet Payroll,0
COST000443,USE00840,JOB0026,BC001,2026-01-24,Maintenance,25772,2577,GST,25772,2577,WesTrac,0
COST000444,USE00824,JOB0026,EX001,2026-01-24,Fuel,35314,3531,GST,35314,3531,Viva Energy,0
COST000445,USE00824,JOB0026,EX001,2026-01-24,Labour,58828,0,N-T,0,0,Grounded Fleet Payroll,0
COST000446,USE00824,JOB0026,EX001,2026-01-24,Maintenance,80207,8021,GST,80207,8021,CAT Parts,0
COST000447,USE00824,JOB0026,EX001,2026-01-24,E-tag,5359,536,GST,5359,536,Linkt,0
COST000448,USE00832,JOB0026,LD001,2026-01-24,Fuel,53549,5355,GST,53549,5355,Ampol,0
COST000449,USE00832,JOB0026,LD001,2026-01-24,Labour,57586,0,N-T,0,0,Grounded Fleet Payroll,0
COST000450,USE01232,JOB0037,CP001,2026-01-24,Fuel,55421,5542,GST,55421,5542,Caltex,0
COST000451,USE01232,JOB0037,CP001,2026-01-24,Labour,40250,0,N-T,0,0,Grounded Fleet Payroll,0
COST000452,USE01232,JOB0037,CP001,2026-01-24,Maintenance,25280,2528,GST,25280,2528,CAT Parts,0
COST000453,USE01232,JOB0037,CP001,2026-01-24,E-tag,6950,695,GST,6950,695,Linkt,0
COST000454,USE01245,JOB0037,DT001,2026-01-24,Fuel,20315,2032,GST,20315,2032,Viva Energy,0
COST000455,USE01245,JOB0037,DT001,2026-01-24,Labour,43104,0,N-T,0,0,Grounded Fleet Payroll,0
COST000456,USE01245,JOB0037,DT001,2026-01-24,Maintenance,29480,2948,GST,29480,2948,Komatsu Service,0
COST000457,USE01271,JOB0037,EX002,2026-01-24,Fuel,50710,5071,GST,50710,5071,Ampol,0
COST000458,USE01271,JOB0037,EX002,2026-01-24,Labour,43244,0,N-T,0,0,Grounded Fleet Payroll,0
COST000459,USE01258,JOB0037,EX003,2026-01-24,Fuel,48151,4815,GST,48151,4815,Viva Energy,0
COST000460,USE01258,JOB0037,EX003,2026-01-24,Labour,56243,0,N-T,0,0,Grounded Fleet Payroll,0
COST000461,USE01284,JOB0037,LD002,2026-01-24,Fuel,62028,6203,GST,62028,6203,Caltex,0
COST000462,USE01284,JOB0037,LD002,2026-01-24,Labour,57511,0,N-T,0,0,Grounded Fleet Payroll,0
COST000463,USE01284,JOB0037,LD002,2026-01-24,Transport/float,99700,9970,GST,99700,9970,Metro Heavy Haulage,0
COST000464,USE01408,JOB0040,EX005,2026-01-24,Fuel,76904,7690,GST,76904,7690,Viva Energy,0
COST000465,USE01408,JOB0040,EX005,2026-01-24,Labour,42443,0,N-T,0,0,Grounded Fleet Payroll,0
COST000466,USE01380,JOB0040,GR001,2026-01-24,Fuel,18859,1886,GST,18859,1886,Viva Energy,0
COST000467,USE01380,JOB0040,GR001,2026-01-24,Labour,46039,0,N-T,0,0,Grounded Fleet Payroll,0
COST000468,USE01394,JOB0040,LD002,2026-01-24,Fuel,54838,5484,GST,54838,5484,Viva Energy,0
COST000469,USE01394,JOB0040,LD002,2026-01-24,Labour,38047,0,N-T,0,0,Grounded Fleet Payroll,0
COST000470,USE01394,JOB0040,LD002,2026-01-24,Transport/float,79026,7903,GST,79026,7903,Metro Heavy Haulage,0
COST000471,USE00841,JOB0026,BC001,2026-01-26,Fuel,30679,3068,GST,30679,3068,Viva Energy,0
COST000472,USE00841,JOB0026,BC001,2026-01-26,Labour,55168,0,N-T,0,0,Grounded Fleet Payroll,0
COST000473,USE00841,JOB0026,BC001,2026-01-26,Maintenance,20725,2072,GST,20725,2072,CAT Parts,0
COST000474,USE00825,JOB0026,EX001,2026-01-26,Fuel,18545,1854,GST,18545,1854,Viva Energy,0
COST000475,USE00825,JOB0026,EX001,2026-01-26,Labour,63969,0,N-T,0,0,Grounded Fleet Payroll,0
COST000476,USE00833,JOB0026,LD001,2026-01-26,Fuel,28386,2839,GST,28386,2839,BP Australia,0
COST000477,USE00833,JOB0026,LD001,2026-01-26,Labour,56177,0,N-T,0,0,Grounded Fleet Payroll,0
